OBJECTID,L0Continuum_of_Care_Grantee_Are,COCNUM,COCCAT,TOT_18,SH_ES_18,SH_TH_18,SH_SH_18,SH_TOT_18,UNSH_TOT_18,IND_TOT_18,SH_ES_IND_18,SH_TH_IND_18,SH_SH_IND_18,SH_TOT_IND_18,UNSH_IND_18,PFAM_TOT_18,SH_ES_PFAM_18,SH_TH_PFAM_18,SH_TOT_PFAM_18,UNSH_PFAM_18,FAM_TOT_18,SH_ES_FAM_18,SH_TH_FAM_18,SH_TOT_FAM_18,UNSH_FAM_18,CH_TOT_18,SH_ES_CH_18,SH_SH_CH_18,SH_TOT_CH_18,UNSH_CH_18,CH_IND_TOT_18,SH_ES_CH_IND_18,SH_SH_CH_IND_18,SH_TOT_CH_IND_18,UNSH_CH_IND_18,CH_PFAM_TOT_18,SH_ES_CH_PFAM_18,SH_TOT_CH_PFAM_18,UNSH_CH_PFAM_18,VETS_TOT_18,SH_ES_VETS_18,SH_TH_VETS_18,SH_SH_VETS_18,SH_TOT_VETS_18,UNSH_VETS_18,UY_TOT_18,SH_ES_UY_18,SH_TH_UY_18,SH_SH_UY_18,SH_TOT_UY_18,UNSH_UY_18,UYLT18_TOT_18,SH_ES_UYLT18_18,SH_TH_UYLT18_18,SH_SH_UYLT18_18,SH_TOT_UYLT18_18,UNSH_UYLT18_18,UY1824_TOT_18,SH_ES_UY1824_18,SH_TH_UY1824_18,SH_SH_UY1824_18,SH_TOT_UY1824_18,UNSH_UY1824_18,PY_TOT_18,SH_ES_PY_18,SH_TH_PY_18,SH_TOT_PY_18,UNSH_PY_18,PYLT18_TOT_18,SH_ES_PYLT18_18,SH_TH_PYLT18_18,SH_TOT_PYLT18_18,UNSH_PYLT18_18,PY1824_TOT_18,SH_ES_PY1824_18,SH_TH_PY1824_18,SH_TOT_PY1824_18,UNSH_PY1824_18,CPY_TOT_18,SH_ES_CPY_18,SH_TH_CPY_18,SH_TOT_CPY_18,UNSH_CPY_18,TOT_13,SH_ES_13,SH_TH_13,SH_SH_13,SH_TOT_13,UNSH_TOT_13,IND_TOT_13,SH_ES_IND_13,SH_TH_IND_13,SH_SH_IND_13,SH_TOT_IND_13,UNSH_IND_13,PFAM_TOT_13,SH_ES_PFAM_13,SH_TH_PFAM_13,SH_TOT_PFAM_13,UNSH_PFAM_13,FAM_TOT_13,SH_ES_FAM_13,SH_TH_FAM_13,SH_TOT_FAM_13,UNSH_FAM_13,CH_TOT_13,SH_ES_CH_13,SH_SH_CH_13,SH_TOT_CH_13,UNSH_CH_13,CH_IND_TOT_13,SH_ES_CH_IND_13,SH_SH_CH_IND_13,SH_TOT_CH_IND_13,UNSH_CH_IND_13,CH_PFAM_TOT_13,SH_ES_CH_PFAM_13,SH_TOT_CH_PFAM_13,UNSH_CH_PFAM_13,VETS_TOT_13,SH_TOT_VETS_13,UNSH_VETS_13,TOT_08,SH_ES_08,SH_TH_08,SH_SH_08,SH_TOT_08,UNSH_TOT_08,IND_TOT_08,SH_ES_IND_08,SH_TH_IND_08,SH_SH_IND_08,SH_TOT_IND_08,UNSH_IND_08,PFAM_TOT_08,SH_ES_PFAM_08,SH_TH_PFAM_08,SH_TOT_PFAM_08,UNSH_PFAM_08,FAM_TOT_08,SH_ES_FAM_08,SH_TH_FAM_08,SH_TOT_FAM_08,UNSH_FAM_08,CH_IND_TOT_08,SH_TOT_CH_IND_08,UNSH_CH_IND_08,Merger_flag,COCNAME,SHAPE_Length,SHAPE_Area
35,Pasadena CoC,CA-607,Other Urban CoCs,677,177,38,0,215,462,573,130,4,0,134,439,104,47,34,81,23,37,16,13,29,8,164,74,0,74,90,158,71,0,71,87,6,3,3,3,31,7,1,0,8,23,39,5,3,0,8,31,0,0,0,0,0,0,39,5,3,0,8,31,4,3,1,4,0,0,0,0,0,0,4,3,1,4,0,4,3,1,4,0,772,267,112,0,379,393,503,148,61,0,209,294,269,119,51,170,99,93,45,16,61,32,217,12,0,12,205,205,0,0,0,205,12,12,12,0,61,16,45,983,322,112,0,434,549,690,235,63,0,298,392,293,87,49,136,157,74,23,12,35,39,282,59,223,0,Pasadena CoC,0.852155419750853,0.00585633657403673
36,San Bernardino City & County CoC,CA-609,Suburban CoCs,2118,356,295,24,675,1443,1593,126,103,24,253,1340,525,230,192,422,103,153,65,59,124,29,423,30,14,44,379,382,18,14,32,350,41,12,12,29,170,7,14,24,45,125,142,9,16,0,25,117,7,3,0,0,3,4,135,6,16,0,22,113,19,9,10,19,0,0,0,0,0,0,19,9,10,19,0,23,13,10,23,0,2321,518,556,0,1074,1247,1401,198,86,0,284,1117,920,320,470,790,130,192,62,94,156,36,596,114,0,114,482,513,80,0,80,433,83,34,34,49,184,52,132,6969,807,413,0,1220,5749,6191,317,292,0,609,5582,778,490,121,611,167,237,152,40,192,45,2386,142,2244,0,San Bernardino City & County CoC,10.4899027553318,5.13184417064599
37,Colorado Springs/El Paso County CoC,CO-504,Major Cities,1551,652,386,0,1038,513,1146,554,102,0,656,490,405,98,284,382,23,128,34,88,122,6,345,90,0,90,255,333,88,0,88,245,12,2,2,10,192,81,30,0,111,81,93,42,10,0,52,41,1,1,0,0,1,0,92,41,10,0,51,41,24,2,22,24,0,0,0,0,0,0,24,2,22,24,0,29,2,27,29,0,1171,477,464,0,941,230,780,365,200,0,565,215,391,112,264,376,15,118,33,81,114,4,312,162,0,162,150,302,155,0,155,147,10,7,7,3,150,101,49,1077,328,365,0,693,384,762,257,177,0,434,328,315,71,188,259,56,97,21,54,75,22,195,101,94,0,Colorado Springs/El Paso County CoC,3.27893017168755,0.57219922411278
38,District of Columbia CoC,DC-500,Major Cities,6904,5095,1209,0,6304,600,3770,2472,698,0,3170,600,3134,2623,511,3134,0,924,744,180,924,0,1781,1481,0,1481,300,1586,1286,0,1286,300,195,195,195,0,306,119,127,0,246,60,318,135,149,0,284,34,9,5,3,0,8,1,309,130,146,0,276,33,232,143,89,232,0,0,0,0,0,0,232,143,89,232,0,401,265,136,401,0,6865,4010,2343,0,6353,512,3696,2459,725,0,3184,512,3169,1551,1618,3169,0,983,464,519,983,0,2027,1566,0,1566,461,1764,1303,0,1303,461,263,263,263,0,499,435,64,6044,3463,2203,0,5666,378,4208,2908,922,0,3830,378,1836,555,1281,1836,0,587,177,410,587,0,2184,1840,344,0,District of Columbia CoC,1.16773287643913,0.0167420939643511
39,Tampa/Hillsborough County CoC,FL-501,Suburban CoCs,1795,858,284,13,1155,640,1193,420,147,13,580,613,602,438,137,575,27,174,129,38,167,7,262,70,2,72,190,250,63,2,65,185,12,7,7,5,171,58,48,13,119,52,56,26,4,0,30,26,0,0,0,0,0,0,56,26,4,0,30,26,25,19,5,24,1,0,0,0,0,0,25,19,5,24,1,28,19,8,27,1,1909,387,559,19,965,944,1326,288,346,19,653,673,583,99,213,312,271,201,35,78,113,88,506,131,14,145,361,426,117,14,131,295,80,14,14,66,170,76,94,6483,358,692,0,1050,5433,4397,262,322,0,584,3813,2086,96,370,466,1620,837,40,108,148,689,528,147,381,0,Tampa/Hillsborough County CoC,6.57250599235442,0.254938286302363
40,"Fort Walton Beach/Okaloosa, Walton Counties CoC",FL-505,Suburban CoCs,495,53,30,0,83,412,348,22,0,0,22,326,147,31,30,61,86,45,10,9,19,26,119,1,0,1,118,112,1,0,1,111,7,0,0,7,30,2,0,0,2,28,14,0,0,0,0,14,0,0,0,0,0,0,14,0,0,0,0,14,9,1,3,4,5,0,0,0,0,0,9,1,3,4,5,9,2,4,6,3,1658,154,210,19,383,1275,567,52,149,19,220,347,1091,102,61,163,928,429,40,30,70,359,352,39,0,39,313,256,25,0,25,231,96,14,14,82,265,99,166,1763,248,82,0,330,1433,993,232,57,0,289,704,770,16,25,41,729,327,6,11,17,310,628,187,441,0,"Fort Walton Beach/Okaloosa, Walton Counties CoC",6.87899592423897,0.489456125377743
41,"Gainesville/Alachua, Putnam Counties CoC",FL-508,Rural CoCs,756,272,51,0,323,433,643,194,46,0,240,403,113,78,5,83,30,35,25,1,26,9,272,43,0,43,229,253,29,0,29,224,19,14,14,5,114,20,46,0,66,48,48,41,0,0,41,7,37,37,0,0,37,0,11,4,0,0,4,7,4,3,0,3,1,0,0,0,0,0,4,3,0,3,1,4,3,0,3,1,1718,213,200,0,413,1305,1074,155,176,0,331,743,644,58,24,82,562,280,16,9,25,255,528,226,0,226,302,401,142,0,142,259,127,84,84,43,300,152,148,744,117,162,0,279,465,590,66,108,0,174,416,154,51,54,105,49,47,16,16,32,15,199,20,179,0,"Gainesville/Alachua, Putnam Counties CoC",12.940000134926,0.864722812373564
42,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",FL-509,Suburban CoCs,1542,430,83,0,513,1029,854,12,48,0,60,794,688,418,35,453,235,200,125,11,136,64,56,0,0,0,56,56,0,0,0,56,0,0,0,0,61,0,2,0,2,59,38,8,14,0,22,16,8,8,0,0,8,0,30,0,14,0,14,16,8,3,1,4,4,0,0,0,0,0,8,3,1,4,4,14,6,2,8,6,2240,65,159,0,224,2016,866,19,19,0,38,828,1374,46,140,186,1188,377,21,40,61,316,196,6,0,6,190,154,1,0,1,153,42,5,5,37,94,0,94,1503,218,80,0,298,1205,747,60,0,0,60,687,756,158,80,238,518,285,53,29,82,203,163,26,137,0,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",7.32877858893283,0.415600066604924
43,"Palm Bay, Melbourne/Brevard County CoC",FL-513,Suburban CoCs,734,61,420,0,481,253,521,33,250,0,283,238,213,28,170,198,15,69,9,55,64,5,116,2,0,2,114,108,2,0,2,106,8,0,0,8,169,0,130,0,130,39,88,30,44,0,74,14,60,28,32,0,60,0,28,2,12,0,14,14,5,2,3,5,0,0,0,0,0,0,5,2,3,5,0,8,3,5,8,0,1567,60,647,0,707,860,1065,23,299,0,322,743,502,37,348,385,117,159,14,102,116,43,115,5,0,5,110,107,0,0,0,107,8,5,5,3,262,140,122,1899,94,408,0,502,1397,1532,52,249,0,301,1231,367,42,159,201,166,115,16,43,59,56,576,25,551,0,"Palm Bay, Melbourne/Brevard County CoC",10.1609346490748,0.252864261260795
44,"Hendry, Hardee, Highlands Counties CoC",FL-517,Rural CoCs,453,21,48,0,69,384,292,7,9,0,16,276,161,14,39,53,108,44,7,18,25,19,259,11,0,11,248,201,7,0,7,194,58,4,4,54,18,0,0,0,0,18,65,0,0,0,0,65,31,0,0,0,0,31,34,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3847,40,96,0,136,3711,1375,15,12,0,27,1348,2472,25,84,109,2363,864,8,26,34,830,681,14,0,14,667,238,7,0,7,231,443,7,7,436,257,3,254,2968,16,85,0,101,2867,1119,16,47,0,63,1056,1849,0,38,38,1811,834,0,12,12,822,505,8,497,0,"Hendry, Hardee, Highlands Counties CoC",5.4390595810674,1.28529799802382
45,Miami-Dade County CoC,FL-600,Major Cities,3516,1847,594,45,2486,1030,2425,1016,334,45,1395,1030,1091,831,260,1091,0,312,246,66,312,0,384,226,10,236,148,336,178,10,188,148,48,48,48,0,120,45,66,0,111,9,156,92,36,2,130,26,25,21,0,0,21,4,131,71,36,2,109,22,51,51,0,51,0,0,0,0,0,0,51,51,0,51,0,86,86,0,86,0,3802,1470,1466,27,2963,839,2485,809,810,27,1646,839,1317,661,656,1317,0,421,240,181,421,0,618,175,24,199,419,613,170,24,194,419,5,5,5,0,253,193,60,4574,1487,1740,0,3227,1347,3352,1035,972,0,2007,1345,1222,452,768,1220,2,328,130,197,327,1,461,260,201,0,Miami-Dade County CoC,9.66368942137208,0.460771600328383
46,"Ft Myers, Cape Coral/Lee County CoC",FL-603,Suburban CoCs,728,477,47,0,524,204,423,207,43,0,250,173,305,270,4,274,31,80,72,1,73,7,132,32,0,32,100,124,32,0,32,92,8,0,0,8,18,6,1,0,7,11,31,19,3,0,22,9,10,10,0,0,10,0,21,9,3,0,12,9,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,2,2,0,2,0,848,236,216,0,452,396,699,146,191,0,337,362,149,90,25,115,34,42,26,9,35,7,180,58,0,58,122,162,47,0,47,115,18,11,11,7,70,39,31,899,92,294,0,386,513,847,63,285,0,348,499,52,29,9,38,14,20,11,4,15,5,184,21,163,0,"Ft Myers, Cape Coral/Lee County CoC",13.4842614204801,0.192083158983213
47,West Palm Beach/Palm Beach County CoC,FL-605,Suburban CoCs,1309,351,107,0,458,851,964,115,81,0,196,768,345,236,26,262,83,108,73,11,84,24,164,22,0,22,142,164,22,0,22,142,0,0,0,0,130,23,24,0,47,83,65,21,25,0,46,19,4,1,2,0,3,1,61,20,23,0,43,18,17,10,3,13,4,0,0,0,0,0,17,10,3,13,4,27,17,3,20,7,1559,259,337,16,612,947,1283,172,278,16,466,817,276,87,59,146,130,78,22,20,42,36,373,33,16,49,324,332,25,16,41,291,41,8,8,33,168,75,93,1766,345,382,0,727,1039,1302,157,157,0,314,988,464,188,225,413,51,150,59,74,133,17,329,34,295,0,West Palm Beach/Palm Beach County CoC,4.08161704949358,0.520273881577557
48,Georgia Balance of State CoC,GA-501,Rural CoCs,3730,1228,629,0,1857,1873,2402,579,119,0,698,1704,1328,649,510,1159,169,434,228,137,365,69,266,98,0,98,168,212,46,0,46,166,54,52,52,2,167,30,20,0,50,117,178,60,13,0,73,105,3,2,0,0,2,1,175,58,13,0,71,104,76,42,22,64,12,0,0,0,0,0,76,42,22,64,12,128,76,35,111,17,7651,1265,1069,0,2334,5317,5271,595,93,0,688,4583,2380,670,976,1646,734,708,238,228,466,242,1136,169,0,169,967,848,130,0,130,718,288,39,39,249,496,58,438,9340,1157,1110,0,2267,7073,5896,528,431,0,959,4937,3444,629,679,1308,2136,1078,197,234,431,647,725,178,547,0,Georgia Balance of State CoC,34.1936103318541,14.0660421707962
49,Columbus-Muscogee/Russell County CoC,GA-505,Other Urban CoCs,276,173,23,0,196,80,234,131,23,0,154,80,42,42,0,42,0,11,11,0,11,0,28,10,0,10,18,28,10,0,10,18,0,0,0,0,13,3,0,0,3,10,17,11,4,0,15,2,0,0,0,0,0,0,17,11,4,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,179,55,0,234,60,246,131,55,0,186,60,48,48,0,48,0,19,19,0,19,0,58,32,0,32,26,58,32,0,32,26,0,0,0,0,42,29,13,618,195,49,0,244,374,559,136,49,0,185,374,59,59,0,59,0,23,23,0,23,0,99,43,56,0,Columbus-Muscogee/Russell County CoC,3.04441219402411,0.215402397022098
50,Hawaii Balance of State CoC,HI-500,Rural CoCs,2035,485,220,0,705,1330,1226,187,39,0,226,1000,809,298,181,479,330,216,84,51,135,81,597,61,0,61,536,517,41,0,41,476,80,20,20,60,125,25,3,0,28,97,46,8,3,0,11,35,1,0,0,0,0,1,45,8,3,0,11,34,35,14,8,22,13,0,0,0,0,0,35,14,8,22,13,40,11,10,21,19,1779,244,410,0,654,1125,1159,129,112,0,241,918,620,115,298,413,207,168,37,81,118,50,395,45,0,45,350,339,25,0,25,314,56,20,20,36,160,27,133,2311,385,361,0,746,1565,1236,151,186,0,337,899,1075,234,175,409,666,296,72,49,121,175,553,18,535,0,Hawaii Balance of State CoC,14.443730749456,1.30371809105768
51,Iowa Balance of State CoC,IA-501,Rural CoCs,1721,842,742,9,1593,128,927,562,249,9,820,107,794,280,493,773,21,247,89,153,242,5,133,116,2,118,15,92,75,2,77,15,41,41,41,0,79,35,29,9,73,6,132,85,34,0,119,13,9,1,7,0,8,1,123,84,27,0,111,12,40,12,27,39,1,1,1,0,1,0,39,11,27,38,1,59,16,40,56,3,1920,710,1149,0,1859,61,833,416,358,0,774,59,1087,294,791,1085,2,344,96,247,343,1,145,129,0,129,16,108,92,0,92,16,37,37,37,0,88,85,3,1950,585,1239,0,1824,126,766,348,328,0,676,90,1184,237,911,1148,36,385,78,292,370,15,86,75,11,0,Iowa Balance of State CoC,25.9332436071541,15.1683484113016
52,Boise/Ada County CoC,ID-500,Other Urban CoCs,756,517,118,0,635,121,613,423,69,0,492,121,143,94,49,143,0,44,31,13,44,0,182,127,0,127,55,166,111,0,111,55,16,16,16,0,113,50,48,0,98,15,33,23,0,0,23,10,4,3,0,0,3,1,29,20,0,0,20,9,6,5,0,5,1,1,0,0,0,1,5,5,0,5,0,10,9,0,9,1,694,438,207,0,645,49,544,339,159,0,498,46,150,99,48,147,3,39,22,16,38,1,108,93,0,93,15,85,73,0,73,12,23,20,20,3,112,106,6,611,389,164,0,553,58,420,341,21,0,362,58,191,48,143,191,0,62,17,45,62,0,10,0,10,0,Boise/Ada County CoC,2.36713052405437,0.305422922520358
53,"Waukegan, North Chicago/Lake County CoC",IL-502,Suburban CoCs,277,165,88,0,253,24,161,104,33,0,137,24,116,61,55,116,0,38,19,19,38,0,33,26,0,26,7,29,22,0,22,7,4,4,4,0,13,12,1,0,13,0,12,7,5,0,12,0,0,0,0,0,0,0,12,7,5,0,12,0,7,3,4,7,0,0,0,0,0,0,7,3,4,7,0,9,6,3,9,0,497,328,150,14,492,5,337,252,66,14,332,5,160,76,84,160,0,53,25,28,53,0,62,47,14,61,1,62,47,14,61,1,0,0,0,0,82,82,0,439,227,203,0,430,9,221,110,102,0,212,9,218,117,101,218,0,73,41,32,73,0,48,45,3,0,"Waukegan, North Chicago/Lake County CoC",1.72749149897458,0.133054981123272
54,"Joliet, Bolingbrook/Will County CoC",IL-506,Suburban CoCs,341,167,131,0,298,43,181,96,42,0,138,43,160,71,89,160,0,50,24,26,50,0,23,10,0,10,13,23,10,0,10,13,0,0,0,0,16,2,13,0,15,1,16,9,3,0,12,4,0,0,0,0,0,0,16,9,3,0,12,4,6,1,5,6,0,0,0,0,0,0,6,1,5,6,0,10,2,8,10,0,288,152,129,0,281,7,184,122,55,0,177,7,104,30,74,104,0,32,11,21,32,0,17,11,0,11,6,17,11,0,11,6,0,0,0,0,30,30,0,309,136,163,0,299,10,158,98,50,0,148,10,151,38,113,151,0,52,16,36,52,0,50,50,0,0,"Joliet, Bolingbrook/Will County CoC",4.33973794169528,0.442235792781567
55,Annapolis/Anne Arundel County CoC,MD-503,Suburban CoCs,366,263,17,0,280,86,266,179,4,0,183,83,100,84,13,97,3,33,28,4,32,1,85,48,0,48,37,75,38,0,38,37,10,10,10,0,24,12,4,0,16,8,10,8,0,0,8,2,0,0,0,0,0,0,10,8,0,0,8,2,3,3,0,3,0,0,0,0,0,0,3,3,0,3,0,4,4,0,4,0,400,254,61,0,315,85,258,168,13,0,181,77,142,86,48,134,8,41,25,14,39,2,63,41,0,41,22,48,26,0,26,22,15,15,15,0,27,18,9,290,164,76,0,240,50,132,73,9,0,82,50,158,91,67,158,0,49,30,19,49,0,46,38,8,0,Annapolis/Anne Arundel County CoC,8.34227270680687,0.112170330580062
56,Carroll County CoC,MD-506,Suburban CoCs,173,82,47,22,151,22,100,54,2,22,78,22,73,28,45,73,0,18,8,10,18,0,31,25,3,28,3,29,23,3,26,3,2,2,2,0,6,3,0,1,4,2,9,6,0,1,7,2,0,0,0,0,0,0,9,6,0,1,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,82,26,19,127,7,82,55,1,19,75,7,52,27,25,52,0,17,9,8,17,0,27,19,4,23,4,27,19,4,23,4,0,0,0,0,7,7,0,174,96,65,0,161,13,124,69,44,0,113,11,50,27,21,48,2,19,10,8,18,1,31,28,3,0,Carroll County CoC,2.13202224159188,0.12288435536787
57,Garrett County CoC,MD-510,Rural CoCs,15,7,8,0,15,0,8,3,5,0,8,0,7,4,3,7,0,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,7,0,7,3,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,82,38,25,0,63,19,33,23,1,0,24,9,49,15,24,39,10,24,7,12,19,5,0,0,0,0,Garrett County CoC,2.11137557790007,0.177917127076454
58,Chicago CoC,IL-510,Major Cities,5450,3111,941,41,4093,1357,3553,1629,533,41,2203,1350,1897,1482,408,1890,7,561,417,141,558,3,971,395,41,436,535,881,307,41,348,533,90,88,88,2,494,194,95,7,296,198,310,181,83,5,269,41,7,3,4,0,7,0,303,178,79,5,262,41,128,62,65,127,1,0,0,0,0,0,128,62,65,127,1,197,104,92,196,1,6276,2058,2965,37,5060,1216,3923,1750,942,37,2729,1194,2353,308,2023,2331,22,735,106,624,730,5,557,249,8,257,300,557,249,8,257,300,0,0,0,0,712,406,306,5979,2078,2268,0,4346,1633,3927,1664,695,0,2359,1568,2052,414,1573,1987,65,598,119,457,576,22,1018,334,684,0,Chicago CoC,2.57339864152408,0.0648903046684402
59,Springfield/Sangamon County CoC,IL-513,Other Urban CoCs,271,176,76,0,252,19,195,142,36,0,178,17,76,34,40,74,2,27,11,15,26,1,32,26,0,26,6,30,24,0,24,6,2,2,2,0,18,6,12,0,18,0,12,9,3,0,12,0,0,0,0,0,0,0,12,9,3,0,12,0,4,2,2,4,0,0,0,0,0,0,4,2,2,4,0,4,2,2,4,0,280,150,120,0,270,10,181,101,70,0,171,10,99,49,50,99,0,31,14,17,31,0,87,78,0,78,9,67,58,0,58,9,20,20,20,0,23,22,1,235,150,78,0,228,7,216,131,78,0,209,7,19,19,0,19,0,6,6,0,6,0,101,95,6,0,Springfield/Sangamon County CoC,2.48563439857754,0.238734678095081
60,"Reno, Sparks/Washoe County CoC",NV-501,Other Urban CoCs,1192,436,387,185,1008,184,1051,339,343,185,867,184,141,97,44,141,0,46,30,16,46,0,106,25,46,71,35,106,25,46,71,35,0,0,0,0,119,9,83,7,99,20,94,23,45,3,71,23,14,14,0,0,14,0,80,9,45,3,57,23,8,5,3,8,0,1,0,1,1,0,7,5,2,7,0,9,6,3,9,0,746,380,277,0,657,89,589,256,249,0,505,84,157,124,28,152,5,75,59,14,73,2,150,139,0,139,11,150,139,0,139,11,0,0,0,0,73,64,9,863,420,345,0,765,98,742,379,268,0,647,95,121,41,77,118,3,40,16,23,39,1,33,0,33,0,"Reno, Sparks/Washoe County CoC",7.55820333561461,1.80464566016461
61,"Rochester, Irondequoit, Greece/Monroe County CoC",NY-500,Suburban CoCs,835,636,130,13,779,56,543,346,128,13,487,56,292,290,2,292,0,96,95,1,96,0,90,74,6,80,10,90,74,6,80,10,0,0,0,0,73,13,50,2,65,8,78,54,23,1,78,0,13,9,4,0,13,0,65,45,19,1,65,0,23,20,3,23,0,2,0,2,2,0,21,20,1,21,0,31,28,3,31,0,1007,544,323,16,883,124,441,223,136,16,375,66,566,321,187,508,58,169,91,68,159,10,91,25,16,41,50,63,25,16,41,22,28,0,0,28,48,47,1,595,378,213,0,591,4,320,230,86,0,316,4,275,148,127,275,0,112,65,47,112,0,83,79,4,0,"Rochester, Irondequoit, Greece/Monroe County CoC",2.47186663352369,0.190808373221729
62,Albany City & County CoC,NY-503,Suburban CoCs,835,657,143,0,800,35,580,431,114,0,545,35,255,226,29,255,0,84,70,14,84,0,99,72,0,72,27,92,65,0,65,27,7,7,7,0,84,51,30,0,81,3,44,27,17,0,44,0,2,0,2,0,2,0,42,27,15,0,42,0,12,9,3,12,0,0,0,0,0,0,12,9,3,12,0,24,20,4,24,0,728,557,152,0,709,19,444,303,122,0,425,19,284,254,30,284,0,94,83,11,94,0,101,82,0,82,19,80,61,0,61,19,21,21,21,0,89,80,9,538,363,103,0,466,72,384,245,76,0,321,63,154,118,27,145,9,56,41,12,53,3,66,30,36,0,Albany City & County CoC,1.78204696005836,0.15151102635512
63,Cattaraugus County CoC,NY-504,Rural CoCs,33,33,0,0,33,0,21,21,0,0,21,0,12,12,0,12,0,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3,3,0,0,3,0,0,0,0,0,0,0,3,3,0,0,3,0,3,3,0,3,0,0,0,0,0,0,3,3,0,3,0,4,4,0,4,0,47,28,17,0,45,2,13,10,1,0,11,2,34,18,16,34,0,12,6,6,12,0,3,3,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,69,13,41,0,54,15,48,6,27,0,33,15,21,7,14,21,0,8,3,5,8,0,0,0,0,0,Cattaraugus County CoC,2.86270656387021,0.373648647694608
64,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",NY-508,Suburban CoCs,957,672,255,15,942,15,612,424,158,15,597,15,345,248,97,345,0,108,70,38,108,0,25,14,11,25,0,25,14,11,25,0,0,0,0,0,88,33,51,4,88,0,76,59,17,0,76,0,16,11,5,0,16,0,60,48,12,0,60,0,23,12,11,23,0,1,0,1,1,0,22,12,10,22,0,34,19,15,34,0,1162,504,530,14,1048,114,804,366,316,14,696,108,358,138,214,352,6,112,46,65,111,1,148,72,10,82,66,146,70,10,80,66,2,2,2,0,109,100,9,1250,467,564,0,1031,219,837,324,306,0,630,207,413,143,258,401,12,127,39,84,123,4,260,123,137,1,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",5.7814663175766,0.87312971816131
65,"Jamestown, Dunkirk/Chautauqua County CoC",NY-514,Rural CoCs,145,66,76,0,142,3,94,50,41,0,91,3,51,16,35,51,0,15,3,12,15,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,4,2,2,0,4,0,33,10,23,0,33,0,8,1,7,0,8,0,25,9,16,0,25,0,2,0,2,2,0,0,0,0,0,0,2,0,2,2,0,1,0,1,1,0,62,39,22,0,61,1,36,18,17,0,35,1,26,21,5,26,0,8,6,2,8,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,65,19,44,0,63,2,9,5,2,0,7,2,56,14,42,56,0,26,6,20,26,0,0,0,0,0,"Jamestown, Dunkirk/Chautauqua County CoC",2.4205515196787,0.306360519457854
66,"Utica, Rome/Oneida, Madison Counties CoC",NY-518,Rural CoCs,178,106,56,0,162,16,100,85,6,0,91,9,78,21,50,71,7,25,7,16,23,2,19,17,0,17,2,19,17,0,17,2,0,0,0,0,4,4,0,0,4,0,12,11,1,0,12,0,2,2,0,0,2,0,10,9,1,0,10,0,9,2,6,8,1,1,0,1,1,0,8,2,5,7,1,11,3,7,10,1,200,122,61,0,183,17,98,73,8,0,81,17,102,49,53,102,0,40,21,19,40,0,37,31,0,31,6,26,20,0,20,6,11,11,11,0,6,5,1,316,179,121,0,300,16,186,129,41,0,170,16,130,50,80,130,0,40,20,20,40,0,21,10,11,1,"Utica, Rome/Oneida, Madison Counties CoC",3.8820716734627,0.54979491580415
67,"Jefferson, Lewis, St. Lawrence Counties CoC",NY-522,Rural CoCs,96,40,50,0,90,6,81,27,48,0,75,6,15,13,2,15,0,5,4,1,5,0,2,0,0,0,2,2,0,0,0,2,0,0,0,0,7,3,4,0,7,0,7,0,4,0,4,3,0,0,0,0,0,0,7,0,4,0,4,3,4,4,0,4,0,0,0,0,0,0,4,4,0,4,0,9,9,0,9,0,83,75,0,0,75,8,72,64,0,0,64,8,11,11,0,11,0,4,4,0,4,0,28,25,0,25,3,24,21,0,21,3,4,4,4,0,21,17,4,297,145,147,0,292,5,249,97,147,0,244,5,48,48,0,48,0,14,14,0,14,0,23,21,2,0,"Jefferson, Lewis, St. Lawrence Counties CoC",12.6965419009662,1.5694083308539
